franchise,part,title,year,franchise_length,rating,rating_avg,rating_diff_avg,rating_rel_avg,quality_avg
The Toxic Avenger,2,The Toxic Avenger Part II,1989,4,2.76,2.9,-0.14,-5.0,worse
The Toxic Avenger,3,The Toxic Avenger Part III: The Last Temptation of Toxie,1989,4,2.5,2.9,-0.4,-14.0,worse
The Toxic Avenger,4,Citizen Toxie: The Toxic Avenger IV,2000,4,3.01,2.9,0.11,4.0,better
The Transporter,1,The Transporter,2002,3,3.06,2.77,0.29,10.0,better
The Transporter,2,Transporter 2,2005,3,2.73,2.77,-0.04,-1.0,worse
The Transporter,3,Transporter 3,2008,3,2.52,2.77,-0.25,-9.0,worse
The Trip,1,The Trip,2010,4,3.65,3.57,0.08,2.0,better
The Trip,2,The Trip to Italy,2014,4,3.57,3.57,-0.0,-0.0,equal
The Trip,3,The Trip to Spain,2017,4,3.54,3.57,-0.03,-1.0,worse
The Trip,4,The Trip to Greece,2020,4,3.53,3.57,-0.04,-1.0,worse
The Trolls,1,Trolls,2016,3,2.59,2.75,-0.16,-6.0,worse
The Trolls,2,Trolls World Tour,2020,3,2.68,2.75,-0.07,-3.0,worse
The Trolls,3,Trolls Band Together,2023,3,2.98,2.75,0.23,8.0,better
The Tuche Family,1,The Tuche Family,2011,4,2.93,2.8,0.13,5.0,better
The Tuche Family,2,The Tuche Family: The American Dream,2016,4,2.78,2.8,-0.02,-1.0,worse
The Tuche Family,3,Les Tuche 3,2018,4,2.72,2.8,-0.08,-3.0,worse
The Tuche Family,4,Christmas with the Tuches,2021,4,2.76,2.8,-0.04,-1.0,worse
The Twilight,1,Twilight,2008,5,2.85,2.61,0.24,9.0,better
The Twilight,2,The Twilight Saga: New Moon,2009,5,2.51,2.61,-0.1,-4.0,worse
The Twilight,3,The Twilight Saga: Eclipse,2010,5,2.51,2.61,-0.1,-4.0,worse
The Twilight,4,The Twilight Saga: Breaking Dawn – Part 1,2011,5,2.49,2.61,-0.12,-5.0,worse
The Twilight,5,The Twilight Saga: Breaking Dawn – Part 2,2012,5,2.71,2.61,0.1,4.0,better
The Visitors,1,The Visitors,1993,3,3.39,2.87,0.52,18.0,better
The Visitors,2,The Visitors II: The Corridors of Time,1998,3,2.93,2.87,0.06,2.0,better
The Visitors,3,The Visitors: Bastille Day,2016,3,2.29,2.87,-0.58,-20.0,worse
The Water Margin,1,The Water Margin,1972,3,3.38,3.4,-0.02,-1.0,worse
The Water Margin,2,The Delightful Forest,1972,3,3.43,3.4,0.03,1.0,better
The Water Margin,3,All Men Are Brothers,1975,3,3.4,3.4,-0.0,-0.0,equal
The Wedding Veil,1,The Wedding Veil,2022,6,3.1,3.18,-0.08,-3.0,worse
The Wedding Veil,2,The Wedding Veil Unveiled,2022,6,3.2,3.18,0.02,1.0,better
The Wedding Veil,3,The Wedding Veil Legacy,2022,6,3.16,3.18,-0.02,-1.0,worse
The Wedding Veil,4,The Wedding Veil Expectations,2023,6,3.12,3.18,-0.06,-2.0,worse
The Wedding Veil,5,The Wedding Veil Inspiration,2023,6,3.21,3.18,0.03,1.0,better
The Wedding Veil,6,The Wedding Veil Journey,2023,6,3.26,3.18,0.08,3.0,better
The White Storm,1,The White Storm,2013,3,3.29,3.15,0.14,4.0,better
The White Storm,2,The White Storm 2: Drug Lords,2019,3,3.02,3.15,-0.13,-4.0,worse
The White Storm,3,The White Storm 3: Heaven or Hell,2023,3,3.13,3.15,-0.02,-1.0,worse
The Wild Soccer Bunch,1,The Wild Soccer Bunch,2003,6,3.04,2.69,0.35,13.0,better
The Wild Soccer Bunch,2,The Wild Soccer Bunch 2,2005,6,2.83,2.69,0.14,5.0,better
The Wild Soccer Bunch,3,The Wild Soccer Bunch 3,2006,6,2.77,2.69,0.08,3.0,better
The Wild Soccer Bunch,4,The Wild Soccer Bunch 4,2007,6,2.57,2.69,-0.12,-4.0,worse
The Wild Soccer Bunch,5,The Wild Soccer Bunch 5,2008,6,2.53,2.69,-0.16,-6.0,worse
The Wild Soccer Bunch,6,The Wild Soccer Bunch 6,2016,6,2.42,2.69,-0.27,-10.0,worse
The Wog Boy,1,The Wog Boy,2000,3,3.22,3.04,0.18,6.0,better
The Wog Boy,2,Wog Boy 2: The Kings of Mykonos,2010,3,2.89,3.04,-0.15,-5.0,worse
The Wog Boy,3,Wog Boys Forever,2022,3,3.0,3.04,-0.04,-1.0,worse
The Wolverine,1,X-Men Origins: Wolverine,2009,3,2.3,3.11,-0.81,-26.0,worse
The Wolverine,2,The Wolverine,2013,3,2.94,3.11,-0.17,-5.0,worse
The Wolverine,3,Logan,2017,3,4.1,3.11,0.99,32.0,better
The Worricker,1,Page Eight,2011,3,3.22,3.2,0.02,1.0,better
The Worricker,2,Turks & Caicos,2014,3,3.12,3.2,-0.08,-2.0,worse
The Worricker,3,Salting the Battlefield,2014,3,3.26,3.2,0.06,2.0,better
The Yakuza Papers,1,Battles Without Honor and Humanity,1973,5,3.79,3.74,0.05,1.0,better
The Yakuza Papers,2,Battles Without Honor and Humanity: Deadly Fight in Hiroshima,1973,5,3.78,3.74,0.04,1.0,better
The Yakuza Papers,3,Battles Without Honor and Humanity: Proxy War,1973,5,3.67,3.74,-0.07,-2.0,worse
The Yakuza Papers,4,Battles Without Honor and Humanity: Police Tactics,1974,5,3.72,3.74,-0.02,-1.0,worse
The Yakuza Papers,5,Battles Without Honor and Humanity: Final Episode,1974,5,3.76,3.74,0.02,1.0,better
The Yusuf Trilogy,1,Egg,2007,3,3.56,3.6,-0.04,-1.0,worse
The Yusuf Trilogy,2,Milk,2008,3,3.5,3.6,-0.1,-3.0,worse
The Yusuf Trilogy,3,Honey,2010,3,3.74,3.6,0.14,4.0,better
Thor,1,Thor,2011,4,2.77,2.82,-0.05,-2.0,worse
Thor,2,Thor: The Dark World,2013,4,2.22,2.82,-0.6,-21.0,worse
Thor,3,Thor: Ragnarok,2017,4,3.75,2.82,0.93,33.0,better
Thor,4,Thor: Love and Thunder,2022,4,2.55,2.82,-0.27,-10.0,worse
Three Colors,1,Three Colours: Blue,1993,3,4.17,4.11,0.06,1.0,better
Three Colors,2,Three Colours: White,1994,3,3.81,4.11,-0.3,-7.0,worse
Three Colors,3,Three Colours: Red,1994,3,4.34,4.11,0.23,6.0,better
Tiger Cage,1,Tiger Cage,1988,3,3.58,3.41,0.17,5.0,better
Tiger Cage,2,Tiger Cage II,1990,3,3.53,3.41,0.12,4.0,better
Tiger Cage,3,Tiger Cage III,1991,3,3.11,3.41,-0.3,-9.0,worse
Tiger Claws,1,Tiger Claws,1991,3,2.84,2.81,0.03,1.0,better
Tiger Claws,2,Tiger Claws II,1996,3,2.91,2.81,0.1,4.0,better
Tiger Claws,3,Tiger Claws III,2000,3,2.68,2.81,-0.13,-5.0,worse
Tiger,1,Ek Tha Tiger,2012,3,2.77,2.85,-0.08,-3.0,worse
Tiger,2,Tiger Zinda Hai,2017,3,2.81,2.85,-0.04,-1.0,worse
Tiger,3,Tiger 3,2023,3,2.97,2.85,0.12,4.0,better
Tight Skin,1,Tight Skin,1982,4,3.55,3.42,0.13,4.0,better
Tight Skin,2,Tight Skin 2,1987,4,3.4,3.42,-0.02,-1.0,worse
Tight Skin,3,Tight Skin 3,1988,4,3.4,3.42,-0.02,-1.0,worse
Tight Skin,4,Tight Skin 4,1991,4,3.31,3.42,-0.1,-3.0,worse
Till Luck Do Us Part,1,Till Luck Do Us Part,2012,3,2.86,2.74,0.12,4.0,better
Till Luck Do Us Part,2,Till Luck Do Us Part 2,2013,3,2.72,2.74,-0.02,-1.0,worse
Till Luck Do Us Part,3,Till Luck Do Us: Part 3,2015,3,2.64,2.74,-0.1,-4.0,worse
Tinker Bell,1,Tinker Bell,2008,6,3.21,3.2,0.01,0.0,better
Tinker Bell,2,Tinker Bell and the Lost Treasure,2009,6,3.07,3.2,-0.13,-4.0,worse
Tinker Bell,3,Tinker Bell and the Great Fairy Rescue,2010,6,3.12,3.2,-0.08,-2.0,worse
Tinker Bell,4,Secret of the Wings,2012,6,3.37,3.2,0.17,5.0,better
Tinker Bell,5,Tinker Bell and the Pirate Fairy,2014,6,3.17,3.2,-0.03,-1.0,worse
Tinker Bell,6,Tinker Bell and the Legend of the NeverBeast,2014,6,3.28,3.2,0.08,2.0,better
Tiny Times,1,Tiny Times,2013,4,2.51,2.6,-0.08,-3.0,worse
Tiny Times,2,Tiny Times 2,2013,4,2.61,2.6,0.02,1.0,better
Tiny Times,3,Tiny Times 3,2014,4,2.6,2.6,0.01,0.0,better
Tiny Times,4,Tiny Times 4,2015,4,2.66,2.6,0.07,3.0,better
To All the Boys,1,To All the Boys I've Loved Before,2018,3,2.93,2.59,0.34,13.0,better
To All the Boys,2,To All the Boys: P.S. I Still Love You,2020,3,2.33,2.59,-0.26,-10.0,worse
To All the Boys,3,To All the Boys: Always and Forever,2021,3,2.5,2.59,-0.09,-3.0,worse
Todd McFarlane's Spawn,1,Todd McFarlane's Spawn,1997,3,3.8,3.64,0.16,4.0,better
Todd McFarlane's Spawn,2,Todd McFarlane's Spawn 2,1998,3,3.6,3.64,-0.04,-1.0,worse
Todd McFarlane's Spawn,3,Todd McFarlane's Spawn 3: The Ultimate Battle,1999,3,3.53,3.64,-0.11,-3.0,worse
Tom and Jerry,1,Tom and Jerry: The Movie,1992,6,2.71,2.96,-0.25,-8.0,worse
Tom and Jerry,2,Tom and Jerry: The Magic Ring,2001,6,3.01,2.96,0.04,1.0,better
Tom and Jerry,3,Tom and Jerry Blast Off to Mars!,2005,6,2.97,2.96,0.01,0.0,better
Tom and Jerry,4,Tom and Jerry: A Nutcracker Tale,2007,6,3.18,2.96,0.22,7.0,better
Tom and Jerry,5,Tom and Jerry: Spy Quest,2015,6,3.09,2.96,0.12,4.0,better
Tom and Jerry,6,Tom and Jerry Cowboy Up!,2022,6,2.83,2.96,-0.13,-4.0,worse
Tomie,1,Tomie,1998,9,2.93,2.97,-0.04,-1.0,worse
Tomie,2,Tomie: Another Face,1999,9,2.91,2.97,-0.06,-2.0,worse
Tomie,3,Tomie: Replay,2000,9,3.05,2.97,0.08,3.0,better
Tomie,4,Tomie: Rebirth,2001,9,3.03,2.97,0.06,2.0,better
Tomie,5,Tomie: Forbidden Fruit,2002,9,3.2,2.97,0.23,8.0,better
Tomie,6,Tomie: Beginning,2005,9,3.01,2.97,0.04,1.0,better
Tomie,7,Tomie: Revenge,2005,9,2.77,2.97,-0.2,-7.0,worse
Tomie,8,Tomie vs Tomie,2007,9,2.93,2.97,-0.04,-1.0,worse
Tomie,9,Tomie: Unlimited,2011,9,2.9,2.97,-0.07,-2.0,worse
Topper,1,Topper,1937,3,3.41,3.3,0.11,3.0,better
Topper,2,Topper Takes a Trip,1938,3,3.21,3.3,-0.09,-3.0,worse
Topper,3,Topper Returns,1941,3,3.29,3.3,-0.01,-0.0,worse
Torrente,1,"Torrente, the Dumb Arm of the Law",1998,5,3.21,2.93,0.28,10.0,better
Torrente,2,Torrente 2: Mission in Marbella,2001,5,3.07,2.93,0.14,5.0,better
Torrente,3,Torrente 3: The Protector,2005,5,2.8,2.93,-0.13,-4.0,worse
Torrente,4,Torrente 4: Lethal crisis,2011,5,2.76,2.93,-0.17,-6.0,worse
Torrente,5,Torrente 5,2014,5,2.8,2.93,-0.13,-4.0,worse
Toy Story,1,Toy Story,1995,4,4.13,3.88,0.25,6.0,better
Toy Story,2,Toy Story 2,1999,4,3.93,3.88,0.05,1.0,better
Toy Story,3,Toy Story 3,2010,4,3.99,3.88,0.11,3.0,better
Toy Story,4,Toy Story 4,2019,4,3.46,3.88,-0.42,-11.0,worse
Trailer Park Boys,1,Trailer Park Boys,1999,5,3.83,3.51,0.32,9.0,better
Trailer Park Boys,2,Trailer Park Boys: The Movie,2006,5,3.36,3.51,-0.15,-4.0,worse
Trailer Park Boys,3,Trailer Park Boys: Say Goodnight to the Bad Guys,2008,5,3.55,3.51,0.04,1.0,better
Trailer Park Boys,4,Trailer Park Boys: Countdown to Liquor Day,2009,5,3.46,3.51,-0.05,-1.0,worse
Trailer Park Boys,5,Trailer Park Boys: Don't Legalize It,2014,5,3.37,3.51,-0.14,-4.0,worse
Trancers,1,Trancers,1984,6,3.17,2.81,0.36,13.0,better
Trancers,2,Trancers II: The Return of Jack Deth,1991,6,2.89,2.81,0.08,3.0,better
Trancers,3,Trancers 3: Deth Lives,1992,6,2.85,2.81,0.04,1.0,better
Trancers,4,Trancers 4: Jack of Swords,1994,6,2.65,2.81,-0.16,-6.0,worse
Trancers,5,Trancers 5: Sudden Deth,1994,6,2.63,2.81,-0.18,-6.0,worse
Trancers,6,Trancers 6: Life After Deth,2002,6,2.66,2.81,-0.15,-5.0,worse
Transformers,1,Transformers,2007,5,3.06,2.32,0.74,32.0,better
Transformers,2,Transformers: Revenge of the Fallen,2009,5,2.31,2.32,-0.01,-0.0,worse
Transformers,3,Transformers: Dark of the Moon,2011,5,2.49,2.32,0.17,7.0,better
Transformers,4,Transformers: Age of Extinction,2014,5,1.95,2.32,-0.37,-16.0,worse
Transformers,5,Transformers: The Last Knight,2017,5,1.8,2.32,-0.52,-22.0,worse
Tremors,1,Tremors,1990,7,3.51,2.64,0.87,33.0,better
Tremors,2,Tremors 2: Aftershocks,1996,7,2.89,2.64,0.25,9.0,better
Tremors,3,Tremors 3: Back to Perfection,2001,7,2.51,2.64,-0.13,-5.0,worse
Tremors,4,Tremors 4: The Legend Begins,2004,7,2.5,2.64,-0.14,-5.0,worse
Tremors,5,Tremors 5: Bloodlines,2015,7,2.37,2.64,-0.27,-10.0,worse
Tremors,6,Tremors: A Cold Day in Hell,2018,7,2.22,2.64,-0.42,-16.0,worse
Tremors,7,Tremors: Shrieker Island,2020,7,2.46,2.64,-0.18,-7.0,worse
Trilogie de Lucas Belvaux,1,On the Run,2002,3,3.45,3.42,0.03,1.0,better
Trilogie de Lucas Belvaux,2,An Amazing Couple,2002,3,3.37,3.42,-0.05,-1.0,worse
Trilogie de Lucas Belvaux,3,After Life,2002,3,3.44,3.42,0.02,1.0,better
Trilogy of Life,1,The Decameron,1971,3,3.76,3.63,0.13,4.0,better
Trilogy of Life,2,The Canterbury Tales,1972,3,3.47,3.63,-0.16,-4.0,worse
Trilogy of Life,3,Arabian Nights,1974,3,3.65,3.63,0.02,1.0,better
Troll,1,Troll,1986,3,2.66,2.4,0.26,11.0,better
Troll,2,Troll 2,1990,3,2.34,2.4,-0.06,-3.0,worse
Troll,3,The Crawlers,1991,3,2.19,2.4,-0.21,-9.0,worse
Turbulence,1,Turbulence,1997,3,2.64,2.71,-0.07,-3.0,worse
Turbulence,2,Turbulence 2: Fear of Flying,1999,3,2.77,2.71,0.06,2.0,better
Turbulence,3,Turbulence 3: Heavy Metal,2001,3,2.72,2.71,0.01,0.0,better
Ukraine Trilogy,1,Zvenygora,1928,3,3.67,3.73,-0.06,-2.0,worse
Ukraine Trilogy,2,Arsenal,1929,3,3.75,3.73,0.02,1.0,better
Ukraine Trilogy,3,Earth,1930,3,3.76,3.73,0.03,1.0,better
Ultraman Zero,1,Mega Monster Battle: Ultra Galaxy Legends The Movie,2009,3,3.51,3.4,0.11,3.0,better
Ultraman Zero,2,Ultraman Zero: The Revenge of Belial,2010,3,3.43,3.4,0.03,1.0,better
Ultraman Zero,3,Ultraman Saga,2012,3,3.27,3.4,-0.13,-4.0,worse
Underworld,1,Underworld,2003,5,3.05,2.72,0.33,12.0,better
Underworld,2,Underworld: Evolution,2006,5,2.8,2.72,0.08,3.0,better
Underworld,3,Underworld: Rise of the Lycans,2009,5,2.77,2.72,0.05,2.0,better
Underworld,4,Underworld: Awakening,2012,5,2.58,2.72,-0.14,-5.0,worse
Underworld,5,Underworld: Blood Wars,2016,5,2.38,2.72,-0.34,-13.0,worse
Undisputed,1,Undisputed,2002,4,2.92,3.15,-0.23,-7.0,worse
Undisputed,2,Undisputed II: Last Man Standing,2006,4,3.22,3.15,0.07,2.0,better
Undisputed,3,Undisputed III: Redemption,2010,4,3.37,3.15,0.22,7.0,better
Undisputed,4,Boyka: Undisputed IV,2016,4,3.09,3.15,-0.06,-2.0,worse
Universal Soldier,1,Universal Soldier,1992,6,2.97,2.7,0.27,10.0,better
Universal Soldier,2,Universal Soldier II: Brothers in Arms,1998,6,2.38,2.7,-0.32,-12.0,worse
Universal Soldier,3,Universal Soldier III: Unfinished Business,1998,6,2.46,2.7,-0.24,-9.0,worse
Universal Soldier,4,Universal Soldier: The Return,1999,6,2.17,2.7,-0.53,-20.0,worse
Universal Soldier,5,Universal Soldier: Regeneration,2009,6,3.0,2.7,0.3,11.0,better
Universal Soldier,6,Universal Soldier: Day of Reckoning,2012,6,3.23,2.7,0.53,20.0,better
Unna Trilogy,1,"Bang, Boom, Bang",1999,3,3.65,3.43,0.22,6.0,better
Unna Trilogy,2,"If It Don't Fit, Use a Bigger Hammer",2002,3,3.32,3.43,-0.11,-3.0,worse
Unna Trilogy,3,Out of Bounds,2006,3,3.31,3.43,-0.12,-4.0,worse
Unstable Fables,1,Unstable Fables: 3 Pigs and a Baby,2008,3,2.6,2.69,-0.09,-3.0,worse
Unstable Fables,2,Unstable Fables: Tortoise vs. Hare,2008,3,2.68,2.69,-0.01,-0.0,worse
Unstable Fables,3,Unstable Fables: Goldilocks and the Three Bears,2008,3,2.8,2.69,0.11,4.0,better
Urban Legend,1,Urban Legend,1998,3,2.78,2.33,0.45,19.0,better
Urban Legend,2,Urban Legends: Final Cut,2000,3,2.37,2.33,0.04,2.0,better
Urban Legend,3,Urban Legends: Bloody Mary,2005,3,1.85,2.33,-0.48,-21.0,worse
V/H/S,1,V/H/S,2012,6,2.81,2.65,0.16,6.0,better
V/H/S,2,V/H/S/2,2013,6,2.95,2.65,0.3,11.0,better
V/H/S,3,V/H/S: Viral,2014,6,1.86,2.65,-0.79,-30.0,worse
V/H/S,4,V/H/S/94,2021,6,2.84,2.65,0.19,7.0,better
V/H/S,5,V/H/S/99,2022,6,2.61,2.65,-0.04,-2.0,worse
V/H/S,6,V/H/S/ 85,2023,6,2.83,2.65,0.18,7.0,better
Vacanze di Natale,1,Christmas Holidays,1983,5,3.13,2.91,0.22,8.0,better
Vacanze di Natale,2,Christmas Vacation '90,1990,5,2.86,2.91,-0.05,-2.0,worse
Vacanze di Natale,3,Vacanze di Natale '91,1991,5,2.85,2.91,-0.06,-2.0,worse
Vacanze di Natale,4,Christmas Vacation '95,1995,5,2.87,2.91,-0.04,-1.0,worse
Vacanze di Natale,5,Vacanze di Natale 2000,1999,5,2.83,2.91,-0.08,-3.0,worse
Valami Amerika gyűjtemény,1,A Kind of America,2002,3,3.29,3.13,0.16,5.0,better
Valami Amerika gyűjtemény,2,A Kind of America 2,2008,3,3.27,3.13,0.14,4.0,better
Valami Amerika gyűjtemény,3,A Kind of America 3,2018,3,2.83,3.13,-0.3,-10.0,worse
Valley of the Wolves,1,Valley of the Wolves: Iraq,2006,4,2.9,2.95,-0.05,-2.0,worse
Valley of the Wolves,2,Valley of the Wolves Gladio,2008,4,3.3,2.95,0.35,12.0,better
Valley of the Wolves,3,Valley of the Wolves: Palestine,2011,4,2.95,2.95,0.0,0.0,equal
Valley of the Wolves,4,Valley of the Wolves: Homeland,2017,4,2.64,2.95,-0.31,-11.0,worse
Vampires,1,Vampires,1998,3,2.9,2.6,0.3,12.0,better
Vampires,2,Vampires: Los Muertos,2002,3,2.22,2.6,-0.38,-15.0,worse
Vampires,3,Vampires: The Turning,2005,3,2.69,2.6,0.09,3.0,better
Vi på Saltkråkan,1,Life on Seacrow Island,1962,5,3.41,3.35,0.06,2.0,better
Vi på Saltkråkan,2,"Tjorven, Batsman, and Moses",1964,5,3.33,3.35,-0.02,-1.0,worse
Vi på Saltkråkan,3,Tjorven and Skrallan,1965,5,3.34,3.35,-0.01,-0.0,worse
Vi på Saltkråkan,4,Tjorven and Mysak,1966,5,3.34,3.35,-0.01,-0.0,worse
Vi på Saltkråkan,5,"Skrallan, Ruskprick and Gurnard",1967,5,3.35,3.35,-0.0,-0.0,equal
Village,1,Howling Village,2019,3,2.64,2.73,-0.09,-3.0,worse
Village,2,Suicide Forest Village,2021,3,2.72,2.73,-0.01,-0.0,worse
Village,3,Ox-Head Village,2022,3,2.84,2.73,0.11,4.0,better
Vincke & Verstuyft trilogy,1,The Memory of a Killer,2003,3,3.41,3.26,0.15,5.0,better
Vincke & Verstuyft trilogy,2,Dossier K.,2009,3,3.27,3.26,0.01,0.0,better
Vincke & Verstuyft trilogy,3,Control,2017,3,3.1,3.26,-0.16,-5.0,worse
Virgil Tibbs Trilogy,1,In the Heat of the Night,1967,3,4.01,3.35,0.66,20.0,better
Virgil Tibbs Trilogy,2,They Call Me Mister Tibbs!,1970,3,2.94,3.35,-0.41,-12.0,worse
Virgil Tibbs Trilogy,3,The Organization,1971,3,3.11,3.35,-0.24,-7.0,worse
Vomit Gore Series,1,Slaughtered Vomit Dolls,2006,4,1.68,2.03,-0.35,-17.0,worse
Vomit Gore Series,2,ReGOREgitated Sacrifice,2008,4,2.06,2.03,0.03,1.0,better
Vomit Gore Series,3,Slow Torture Puke Chamber,2010,4,1.94,2.03,-0.09,-4.0,worse
Vomit Gore Series,4,Black Mass of the Nazi Sex Wizard,2015,4,2.43,2.03,0.4,20.0,better
Walking Tall,1,Walking Tall,1973,3,3.36,3.2,0.16,5.0,better
Walking Tall,2,Walking Tall Part II,1975,3,3.13,3.2,-0.07,-2.0,worse
Walking Tall,3,Final Chapter: Walking Tall,1977,3,3.12,3.2,-0.08,-2.0,worse
War and Peace,1,"War and Peace, Part I: Andrei Bolkonsky",1966,4,4.14,4.12,0.01,0.0,better
War and Peace,2,"War and Peace, Part II: Natasha Rostova",1966,4,3.97,4.12,-0.15,-4.0,worse
War and Peace,3,"War and Peace, Part III: The Year 1812",1967,4,4.24,4.12,0.12,3.0,better
War and Peace,4,"War and Peace, Part IV: Pierre Bezukhov",1967,4,4.15,4.12,0.03,1.0,better
Warlock,1,Warlock,1989,3,3.02,2.62,0.4,15.0,better
Warlock,2,Warlock: The Armageddon,1993,3,2.78,2.62,0.16,6.0,better
Warlock,3,Warlock III: The End of Innocence,1999,3,2.07,2.62,-0.55,-21.0,worse
Watchers,1,Watchers,1988,4,2.74,2.87,-0.13,-5.0,worse
Watchers,2,Watchers II,1990,4,2.88,2.87,0.01,0.0,better
Watchers,3,Watchers 3,1994,4,2.88,2.87,0.01,0.0,better
Watchers,4,Watchers Reborn,1998,4,2.98,2.87,0.11,4.0,better
Werner,1,Werner - Beinhart!,1990,5,3.41,3.09,0.32,10.0,better
Werner,2,Werner - Eat my dust,1996,5,3.13,3.09,0.04,1.0,better
Werner,3,Werner - Volles Rooäää!!!,1999,5,3.1,3.09,0.01,0.0,better
Werner,4,Werner - Gekotzt wird später!,2003,5,3.16,3.09,0.07,2.0,better
Werner,5,Werner - Eiskalt!,2011,5,2.67,3.09,-0.42,-14.0,worse
What a Wonderful Family,1,What a Wonderful Family!,2016,3,3.44,3.46,-0.02,-1.0,worse
What a Wonderful Family,2,What a Wonderful Family! 2,2017,3,3.47,3.46,0.01,0.0,better
What a Wonderful Family,3,What a Wonderful Family! 3,2018,3,3.47,3.46,0.01,0.0,better
Whispering Corridors,1,Whispering Corridors,1998,6,3.08,3.14,-0.06,-2.0,worse
Whispering Corridors,2,Memento Mori,1999,6,3.4,3.14,0.26,8.0,better
Whispering Corridors,3,Wishing Stairs,2003,6,3.1,3.14,-0.04,-1.0,worse
Whispering Corridors,4,Voice,2005,6,3.23,3.14,0.09,3.0,better
Whispering Corridors,5,A Blood Pledge,2009,6,3.02,3.14,-0.12,-4.0,worse
Whispering Corridors,6,Whispering Corridors 6: The Humming,2020,6,3.0,3.14,-0.14,-4.0,worse
Wild Chicks,1,The Wild Chicks,2006,3,3.43,3.29,0.14,4.0,better
Wild Chicks,2,Wild Chicks in Love,2007,3,3.35,3.29,0.06,2.0,better
Wild Chicks,3,The Wild Chicks and Life,2009,3,3.1,3.29,-0.19,-6.0,worse
Wild Things,1,Wild Things,1998,4,3.09,2.65,0.44,17.0,better
Wild Things,2,Wild Things 2,2004,4,2.35,2.65,-0.3,-11.0,worse
Wild Things,3,Wild Things: Diamonds in the Rough,2005,4,2.53,2.65,-0.12,-5.0,worse
Wild Things,4,Wild Things: Foursome,2010,4,2.62,2.65,-0.03,-1.0,worse
Winnetou - The Legend Lives,1,Winnetou - A New World,2016,3,3.07,3.08,-0.01,-0.0,worse
Winnetou - The Legend Lives,2,Winnetou - The Secret of the Silver Lake,2016,3,3.04,3.08,-0.04,-1.0,worse
Winnetou - The Legend Lives,3,Winnetou - The Last Fight,2016,3,3.14,3.08,0.06,2.0,better
Winter Castle,1,Winter Castle,2019,3,2.97,2.91,0.06,2.0,better
Winter Castle,2,"Baby, It's Cold Inside",2021,3,2.98,2.91,0.07,2.0,better
Winter Castle,3,A Royal Christmas Crush,2023,3,2.77,2.91,-0.14,-5.0,worse
Winx Club,1,Winx Club: The Secret of the Lost Kingdom,2007,3,3.44,3.2,0.24,8.0,better
Winx Club,2,Winx Club - Magic Adventure,2010,3,3.18,3.2,-0.02,-1.0,worse
Winx Club,3,Winx Club: The Mystery of the Abyss,2014,3,2.97,3.2,-0.23,-7.0,worse
Wishmaster,1,Wishmaster,1997,4,2.91,2.27,0.64,28.0,better
Wishmaster,2,Wishmaster 2: Evil Never Dies,1999,4,2.49,2.27,0.22,10.0,better
Wishmaster,3,Wishmaster 3: Beyond the Gates of Hell,2001,4,1.79,2.27,-0.48,-21.0,worse
Wishmaster,4,Wishmaster 4: The Prophecy Fulfilled,2002,4,1.9,2.27,-0.37,-16.0,worse
Witchboard,1,Witchboard,1986,3,2.77,2.77,0.0,0.0,equal
Witchboard,2,Witchboard 2: The Devil's Doorway,1993,3,2.74,2.77,-0.03,-1.0,worse
Witchboard,3,Witchboard III: The Possession,1995,3,2.8,2.77,0.03,1.0,better
With Markiplier,1,A Heist with Markiplier,2019,3,4.04,4.04,0.0,0.0,equal
With Markiplier,2,In Space with Markiplier,2022,3,4.1,4.04,0.06,1.0,better
With Markiplier,3,In Space with Markiplier: Part 2,2022,3,3.97,4.04,-0.07,-2.0,worse
Would I Lie to You?,1,Would I Lie to You?,1997,4,3.3,3.1,0.19,6.0,better
Would I Lie to You?,2,Would I Lie to You? 2,2001,4,3.27,3.1,0.17,5.0,better
Would I Lie to You?,3,Would I Lie to You? 3,2012,4,2.98,3.1,-0.12,-4.0,worse
Would I Lie to You?,4,Would I Lie to You: The Beginning,2019,4,2.87,3.1,-0.23,-7.0,worse
Wrong Turn,1,Wrong Turn,2003,6,2.77,2.2,0.57,26.0,better
Wrong Turn,2,Wrong Turn 2: Dead End,2007,6,2.65,2.2,0.45,20.0,better
Wrong Turn,3,Wrong Turn 3: Left for Dead,2009,6,2.07,2.2,-0.13,-6.0,worse
Wrong Turn,4,Wrong Turn 4: Bloody Beginnings,2011,6,2.22,2.2,0.02,1.0,better
Wrong Turn,5,Wrong Turn 5: Bloodlines,2012,6,1.83,2.2,-0.37,-17.0,worse
Wrong Turn,6,Wrong Turn 6: Last Resort,2014,6,1.67,2.2,-0.53,-24.0,worse
X-Men,1,X-Men,2000,7,3.31,3.01,0.3,10.0,better
X-Men,2,X2,2003,7,3.41,3.01,0.4,13.0,better
X-Men,3,X-Men: The Last Stand,2006,7,2.56,3.01,-0.45,-15.0,worse
X-Men,4,X-Men: First Class,2011,7,3.55,3.01,0.54,18.0,better
X-Men,5,X-Men: Days of Future Past,2014,7,3.61,3.01,0.6,20.0,better
X-Men,6,X-Men: Apocalypse,2016,7,2.56,3.01,-0.45,-15.0,worse
X-Men,7,Dark Phoenix,2019,7,2.05,3.01,-0.96,-32.0,worse
Xtro,1,Xtro,1982,3,3.16,2.63,0.53,20.0,better
